policy_id,customer_id,channel,policy_type,region,application_date,premium_amount,status,processing_time_hours,failure_reason,issuance_date
POL105593,32360,Agent/Broker,Auto,Central,2025-06-29 09:00:00,7645.13,Failed,,Document Mismatch,
POL105594,65536,Call Center,Auto,West,2025-12-22 22:00:00,8542.41,Issued,55.85,,2025-12-25 05:50:42.611839
POL105595,76671,Call Center,Life,Central,2025-11-20 23:00:00,18197.78,Issued,38.74,,2025-11-22 13:44:28.050995
POL105596,49231,Mobile App,Health,Central,2025-06-03 16:00:00,15981.75,Issued,35.65,,2025-06-05 03:39:06.358914
POL105597,65800,Mobile App,Auto,North,2025-08-09 05:00:00,6397.26,Issued,10.14,,2025-08-09 15:08:26.778986
POL105598,56963,Agent/Broker,Property,South,2025-02-05 21:00:00,15636.98,Issued,14.66,,2025-02-06 11:39:47.801004
POL105599,74330,Agent/Broker,Life,South,2025-04-06 04:00:00,37316.18,Issued,62.83,,2025-04-08 18:49:57.099349
POL105600,71707,Call Center,Life,East,2025-04-14 17:00:00,35854.74,Pending,,,
POL105601,38689,Online,Life,South,2025-01-24 07:00:00,24100.47,Issued,38.76,,2025-01-25 21:45:51.961112
POL105602,49084,Mobile App,Health,Central,2025-12-04 06:00:00,10549.25,Issued,17.22,,2025-12-04 23:13:28.598956
POL105603,60387,Online,Health,North,2025-09-21 06:00:00,10816.25,Issued,56.52,,2025-09-23 14:31:26.902714
POL105604,29280,Online,Auto,East,2025-07-01 18:00:00,9982.63,Issued,23.42,,2025-07-02 17:24:56.781932
POL105605,22642,Online,Auto,Central,2025-09-24 10:00:00,10245.1,Issued,13.98,,2025-09-24 23:59:04.204786
POL105606,62137,Agent/Broker,Health,Central,2025-08-15 23:00:00,10478.33,Issued,62.11,,2025-08-18 13:06:52.345043
POL105607,34296,Online,Property,East,2025-12-17 23:00:00,13379.88,Issued,35.46,,2025-12-19 10:27:32.550244
POL105608,75561,Agent/Broker,Health,Central,2025-10-25 05:00:00,11504.54,Issued,69.45,,2025-10-28 02:27:14.116943
POL105609,35438,Agent/Broker,Property,Central,2025-01-03 09:00:00,15698.14,Issued,40.06,,2025-01-05 01:03:27.528622
POL105610,68442,Online,Auto,North,2025-12-20 00:00:00,11471.81,Issued,20.35,,2025-12-20 20:20:47.557812
POL105611,57525,Online,Health,North,2025-02-05 23:00:00,8654.48,Issued,4.56,,2025-02-06 03:33:41.416165
POL105612,22994,Mobile App,Health,North,2025-06-29 23:00:00,14526.69,Issued,46.34,,2025-07-01 21:20:18.391629
POL105613,77903,Agent/Broker,Health,South,2025-05-05 23:00:00,16672.3,Pending,,,
POL105614,67994,Call Center,Health,East,2025-04-22 05:00:00,15344.29,Issued,66.07,,2025-04-24 23:04:29.566347
POL105615,54039,Call Center,Auto,North,2025-12-01 09:00:00,6987.15,Pending,,,
POL105616,21813,Call Center,Auto,Central,2025-06-01 07:00:00,8651.18,Failed,,Underwriting Rejection,
POL105617,47491,Mobile App,Property,South,2025-12-03 23:00:00,21423.37,Issued,25.95,,2025-12-05 00:56:56.449362
POL105618,77953,Call Center,Auto,East,2025-03-18 08:00:00,6340.59,Pending,,,
POL105619,38845,Agent/Broker,Health,North,2025-09-11 05:00:00,17880.11,Issued,49.05,,2025-09-13 06:03:14.929940
POL105620,73272,Call Center,Health,North,2025-01-23 21:00:00,9778.79,Issued,35.93,,2025-01-25 08:55:55.065924
POL105621,75276,Online,Auto,East,2025-08-01 16:00:00,6511.47,Issued,55.21,,2025-08-03 23:12:26.015455
POL105622,61243,Call Center,Life,North,2025-04-08 17:00:00,33757.19,Issued,69.1,,2025-04-11 14:06:02.007736
POL105623,57164,Mobile App,Life,East,2025-05-03 15:00:00,34066.93,Issued,14.87,,2025-05-04 05:52:01.069478
POL105624,62051,Agent/Broker,Property,East,2025-02-07 02:00:00,10955.02,Issued,24.6,,2025-02-08 02:35:57.947110
POL105625,33318,Online,Auto,Central,2025-07-14 13:00:00,6677.15,Issued,40.42,,2025-07-16 05:25:24.723186
POL105626,37200,Mobile App,Health,East,2025-09-23 01:00:00,17505.87,Issued,11.47,,2025-09-23 12:28:26.222701
POL105627,76456,Online,Property,West,2025-07-18 13:00:00,13852.14,Failed,,KYC Verification Failed,
POL105628,76483,Online,Property,North,2025-08-29 16:00:00,10646.88,Issued,36.22,,2025-08-31 04:13:08.007890
POL105629,20082,Online,Property,Central,2025-05-06 09:00:00,13548.51,Issued,10.6,,2025-05-06 19:35:54.133817
POL105630,21920,Agent/Broker,Life,South,2025-12-21 16:00:00,32208.65,Pending,,,
POL105631,60585,Online,Auto,West,2025-06-25 02:00:00,11465.3,Failed,,Document Mismatch,
POL105632,31683,Online,Auto,East,2025-02-16 06:00:00,6593.0,Issued,15.7,,2025-02-16 21:42:10.966270
POL105633,31336,Online,Life,South,2025-11-29 06:00:00,21988.28,Issued,52.08,,2025-12-01 10:04:45.790849
POL105634,35596,Mobile App,Life,South,2025-02-12 13:00:00,26330.63,Issued,13.26,,2025-02-13 02:15:33.360906
POL105635,22093,Online,Life,South,2025-08-05 10:00:00,32466.05,Issued,22.88,,2025-08-06 08:52:30.431501
POL105636,32905,Online,Auto,South,2025-10-12 18:00:00,9815.66,Issued,29.16,,2025-10-13 23:09:32.652874
POL105637,76223,Mobile App,Health,Central,2025-04-13 21:00:00,11544.32,Issued,6.51,,2025-04-14 03:30:36.847791
POL105638,44351,Agent/Broker,Auto,Central,2025-07-13 21:00:00,6024.65,Issued,73.79,,2025-07-16 22:47:11.144263
POL105639,50981,Online,Health,South,2025-12-21 01:00:00,10828.42,Failed,,Duplicate Policy,
POL105640,28367,Online,Auto,West,2025-07-16 17:00:00,7005.21,Issued,51.81,,2025-07-18 20:48:35.380773
POL105641,25285,Online,Property,North,2025-01-03 23:00:00,10752.65,Issued,43.92,,2025-01-05 18:55:09.526027
POL105642,63664,Call Center,Auto,North,2025-11-16 20:00:00,11840.26,Issued,82.95,,2025-11-20 06:56:45.832229
POL105643,57705,Mobile App,Health,Central,2025-01-24 19:00:00,10851.57,Failed,,Payment Failure,
POL105644,36753,Mobile App,Auto,West,2025-11-04 12:00:00,10953.82,Issued,14.92,,2025-11-05 02:54:58.603921
POL105645,70970,Online,Health,West,2025-08-06 15:00:00,13054.67,Issued,23.97,,2025-08-07 14:58:15.479142
POL105646,38485,Mobile App,Health,East,2025-06-20 13:00:00,17733.99,Issued,23.55,,2025-06-21 12:33:17.880850
POL105647,32977,Online,Property,Central,2025-08-27 20:00:00,12294.64,Issued,57.53,,2025-08-30 05:31:53.405541
POL105648,39874,Online,Auto,West,2025-04-12 14:00:00,6308.31,Issued,28.89,,2025-04-13 18:53:24.744012
POL105649,70931,Mobile App,Auto,West,2025-07-22 19:00:00,5615.76,Issued,5.18,,2025-07-23 00:10:57.222793
POL105650,27674,Mobile App,Life,North,2025-06-02 05:00:00,31868.94,Failed,,KYC Verification Failed,
POL105651,70516,Online,Auto,West,2025-02-12 07:00:00,7560.81,Issued,46.39,,2025-02-14 05:23:29.282405
POL105652,76446,Agent/Broker,Auto,West,2025-05-31 11:00:00,11170.27,Pending,,,
POL105653,49038,Call Center,Health,South,2025-03-22 00:00:00,14484.53,Issued,34.29,,2025-03-23 10:17:19.853490
POL105654,49315,Mobile App,Health,North,2025-04-13 17:00:00,13943.35,Issued,9.39,,2025-04-14 02:23:08.899923
POL105655,23676,Mobile App,Auto,North,2025-02-10 15:00:00,8716.11,Issued,13.6,,2025-02-11 04:35:55.605219
POL105656,22426,Call Center,Auto,South,2025-04-18 08:00:00,7252.31,Issued,66.95,,2025-04-21 02:57:09.621790
POL105657,77416,Agent/Broker,Life,North,2025-11-30 01:00:00,18793.77,Issued,53.34,,2025-12-02 06:20:14.189803
POL105658,44473,Mobile App,Health,East,2025-02-26 09:00:00,12658.25,Issued,23.26,,2025-02-27 08:15:31.691717
POL105659,22962,Agent/Broker,Auto,East,2025-03-26 09:00:00,6234.37,Issued,11.54,,2025-03-26 20:32:24.559242
POL105660,49943,Online,Auto,Central,2025-03-07 05:00:00,11396.68,Pending,,,
POL105661,20859,Mobile App,Health,North,2025-08-21 02:00:00,16361.56,Failed,,Incomplete Application,
POL105662,64816,Online,Auto,North,2025-08-31 10:00:00,9566.47,Issued,66.29,,2025-09-03 04:17:20.483024
POL105663,24138,Online,Life,East,2025-01-04 14:00:00,26548.79,Issued,26.14,,2025-01-05 16:08:16.411845
POL105664,55192,Mobile App,Health,Central,2025-08-06 11:00:00,12760.28,Failed,,Payment Failure,
POL105665,45640,Online,Health,Central,2025-03-20 16:00:00,12859.34,Issued,36.52,,2025-03-22 04:31:20.893333
POL105666,30409,Agent/Broker,Property,East,2025-08-30 21:00:00,19445.56,Issued,21.88,,2025-08-31 18:52:47.389318
POL105667,24017,Mobile App,Auto,East,2025-06-14 09:00:00,6407.71,Issued,38.03,,2025-06-15 23:01:56.127151
POL105668,30451,Mobile App,Auto,South,2025-10-03 08:00:00,9000.29,Issued,28.38,,2025-10-04 12:23:04.238597
POL105669,48327,Online,Health,Central,2025-06-27 11:00:00,16201.6,Failed,,KYC Verification Failed,
POL105670,30278,Online,Health,Central,2025-01-31 10:00:00,13297.21,Failed,,Document Mismatch,
POL105671,44944,Mobile App,Auto,South,2025-02-10 03:00:00,5687.94,Issued,2.51,,2025-02-10 05:30:48.143140
POL105672,63764,Call Center,Auto,East,2025-09-27 13:00:00,7166.02,Issued,71.35,,2025-09-30 12:21:03.247388
POL105673,77494,Online,Auto,South,2025-11-06 22:00:00,9878.94,Issued,13.2,,2025-11-07 11:12:02.621115
POL105674,21134,Online,Auto,South,2025-02-02 08:00:00,11578.88,Failed,,Duplicate Policy,
POL105675,50131,Call Center,Life,West,2025-06-15 17:00:00,35374.96,Issued,70.91,,2025-06-18 15:54:33.896467
POL105676,74318,Online,Health,Central,2025-02-12 06:00:00,16297.97,Issued,42.94,,2025-02-14 00:56:17.525854
POL105677,57887,Call Center,Health,East,2025-12-10 07:00:00,17521.58,Issued,43.1,,2025-12-12 02:05:54.398733
POL105678,58462,Mobile App,Auto,West,2025-12-07 22:00:00,7391.47,Failed,,Payment Failure,
POL105679,42520,Mobile App,Auto,West,2025-11-14 22:00:00,5679.35,Issued,12.57,,2025-11-15 10:34:18.021082
POL105680,41869,Online,Auto,West,2025-02-04 10:00:00,7868.0,Issued,32.02,,2025-02-05 18:01:11.964623
POL105681,56932,Online,Auto,East,2025-01-11 01:00:00,9292.87,Issued,46.91,,2025-01-12 23:54:50.286946
POL105682,71498,Online,Auto,South,2025-12-01 14:00:00,7625.38,Issued,50.14,,2025-12-03 16:08:06.436541
POL105683,25039,Call Center,Auto,East,2025-05-13 19:00:00,5882.9,Pending,,,
POL105684,41281,Agent/Broker,Health,Central,2025-06-17 15:00:00,13269.0,Issued,30.01,,2025-06-18 21:00:49.139253
POL105685,67399,Agent/Broker,Life,Central,2025-08-24 13:00:00,21493.93,Issued,30.78,,2025-08-25 19:47:05.872678
POL105686,30442,Agent/Broker,Auto,South,2025-01-21 12:00:00,10256.46,Issued,77.13,,2025-01-24 17:07:40.325292
POL105687,28252,Online,Property,East,2025-05-17 06:00:00,11570.42,Issued,20.52,,2025-05-18 02:31:21.871763
POL105688,74193,Mobile App,Life,South,2025-06-04 16:00:00,36662.52,Issued,15.66,,2025-06-05 07:39:19.112736
POL105689,47586,Mobile App,Property,South,2025-03-07 07:00:00,21020.17,Issued,20.27,,2025-03-08 03:15:55.083857
POL105690,73053,Agent/Broker,Property,East,2025-01-26 12:00:00,20986.25,Pending,,,
POL105691,70489,Online,Health,Central,2025-07-19 17:00:00,15982.95,Failed,,Payment Failure,
POL105692,37568,Mobile App,Health,East,2025-06-22 22:00:00,14482.46,Issued,9.39,,2025-06-23 07:23:30.013403
POL105693,40810,Call Center,Auto,Central,2025-02-09 15:00:00,5941.95,Issued,26.98,,2025-02-10 17:59:03.585310
POL105694,21551,Mobile App,Life,North,2025-07-31 02:00:00,30748.52,Issued,22.3,,2025-08-01 00:17:45.278939
POL105695,32625,Online,Health,North,2025-11-16 14:00:00,15570.5,Issued,62.15,,2025-11-19 04:09:12.545968
POL105696,54397,Mobile App,Health,North,2025-05-01 17:00:00,9655.87,Issued,13.8,,2025-05-02 06:48:15.488542
POL105697,78671,Online,Health,West,2025-10-13 18:00:00,14311.26,Issued,25.23,,2025-10-14 19:14:00.582470
POL105698,70678,Agent/Broker,Health,Central,2025-06-19 15:00:00,12997.13,Issued,23.87,,2025-06-20 14:52:20.718849
POL105699,46249,Call Center,Health,Central,2025-08-19 03:00:00,12935.44,Issued,38.81,,2025-08-20 17:48:39.918837
POL105700,21361,Mobile App,Auto,East,2025-08-21 01:00:00,6876.56,Issued,16.23,,2025-08-21 17:13:42.186314
POL105701,46149,Mobile App,Life,Central,2025-01-16 06:00:00,32288.76,Issued,25.03,,2025-01-17 07:01:41.284223
POL105702,24370,Agent/Broker,Property,East,2025-07-02 14:00:00,21601.5,Issued,43.55,,2025-07-04 09:32:47.251594
POL105703,25283,Online,Life,West,2025-01-23 22:00:00,33256.07,Issued,28.25,,2025-01-25 02:15:15.727091
POL105704,27610,Online,Life,East,2025-09-14 19:00:00,24880.64,Issued,46.39,,2025-09-16 17:23:11.843656
POL105705,63326,Call Center,Auto,North,2025-03-10 12:00:00,11898.73,Issued,54.05,,2025-03-12 18:03:13.623565
POL105706,34924,Agent/Broker,Property,East,2025-02-21 12:00:00,14870.04,Issued,55.48,,2025-02-23 19:28:38.819053
POL105707,67607,Online,Auto,East,2025-04-06 22:00:00,7100.31,Failed,,Incomplete Application,
POL105708,64717,Online,Property,East,2025-10-12 17:00:00,22117.02,Issued,39.83,,2025-10-14 08:49:51.361772
POL105709,30626,Agent/Broker,Auto,Central,2025-10-10 17:00:00,10654.83,Issued,28.59,,2025-10-11 21:35:33.550855
POL105710,54761,Agent/Broker,Health,South,2025-10-25 02:00:00,15707.94,Issued,52.75,,2025-10-27 06:44:57.069093
POL105711,20869,Agent/Broker,Life,South,2025-08-10 09:00:00,19048.64,Issued,30.02,,2025-08-11 15:00:57.011904
POL105712,51552,Online,Health,South,2025-01-09 02:00:00,10243.43,Issued,28.43,,2025-01-10 06:25:44.188929
POL105713,21014,Call Center,Health,Central,2025-12-08 05:00:00,8577.77,Issued,52.98,,2025-12-10 09:58:43.179202
POL105714,30103,Mobile App,Health,North,2025-03-11 04:00:00,15855.83,Issued,23.49,,2025-03-12 03:29:38.196318
POL105715,36986,Agent/Broker,Health,South,2025-06-07 13:00:00,11071.13,Issued,63.11,,2025-06-10 04:06:19.843135
POL105716,64781,Mobile App,Auto,South,2025-01-02 00:00:00,6446.23,Issued,21.16,,2025-01-02 21:09:50.183476
POL105717,50471,Online,Health,West,2025-04-11 07:00:00,10146.16,Issued,29.23,,2025-04-12 12:13:35.850477
POL105718,53458,Call Center,Auto,West,2025-11-26 20:00:00,9703.24,Issued,63.2,,2025-11-29 11:11:53.793433
POL105719,45069,Online,Health,North,2025-03-24 02:00:00,12557.29,Failed,,Duplicate Policy,
POL105720,36873,Online,Auto,East,2025-10-01 06:00:00,11624.94,Issued,5.87,,2025-10-01 11:52:15.355743
POL105721,43248,Agent/Broker,Health,East,2025-05-21 13:00:00,11912.56,Issued,41.19,,2025-05-23 06:11:31.512866
POL105722,43624,Mobile App,Health,West,2025-05-20 07:00:00,16405.19,Issued,22.41,,2025-05-21 05:24:40.202048
POL105723,63516,Agent/Broker,Auto,West,2025-03-29 17:00:00,9097.38,Issued,59.1,,2025-04-01 04:05:44.113712
POL105724,49061,Mobile App,Health,North,2025-11-19 02:00:00,15171.34,Failed,,Duplicate Policy,
POL105725,44170,Mobile App,Health,North,2025-08-29 15:00:00,10019.14,Issued,29.81,,2025-08-30 20:48:19.830109
POL105726,28024,Call Center,Property,Central,2025-10-28 12:00:00,19487.81,Failed,,Incomplete Application,
POL105727,36678,Online,Life,East,2025-06-01 11:00:00,19213.11,Pending,,,
POL105728,58256,Call Center,Life,Central,2025-09-15 13:00:00,31322.43,Issued,70.35,,2025-09-18 11:20:42.960171
POL105729,40411,Online,Health,South,2025-10-02 22:00:00,12868.97,Issued,25.68,,2025-10-03 23:40:46.371533
POL105730,63803,Agent/Broker,Auto,North,2025-08-02 23:00:00,7062.57,Issued,66.16,,2025-08-05 17:09:37.498738
POL105731,39296,Online,Auto,East,2025-07-08 04:00:00,8674.48,Failed,,Payment Failure,
POL105732,46293,Mobile App,Auto,East,2025-03-21 04:00:00,11076.34,Issued,21.7,,2025-03-22 01:42:00.599908
POL105733,47172,Call Center,Life,Central,2025-12-24 11:00:00,20594.38,Issued,47.52,,2025-12-26 10:31:08.261300
POL105734,41128,Mobile App,Auto,West,2025-05-03 12:00:00,6685.61,Issued,23.84,,2025-05-04 11:50:24.150389
POL105735,38257,Agent/Broker,Health,West,2025-04-19 20:00:00,13526.37,Issued,37.25,,2025-04-21 09:15:05.235096
POL105736,32855,Agent/Broker,Auto,North,2025-12-18 13:00:00,9601.63,Issued,39.48,,2025-12-20 04:28:59.887117
POL105737,39642,Agent/Broker,Auto,West,2025-02-16 20:00:00,8289.28,Issued,62.74,,2025-02-19 10:44:27.585165
POL105738,55585,Call Center,Auto,South,2025-04-09 08:00:00,7304.91,Issued,59.86,,2025-04-11 19:51:24.042558
POL105739,77788,Mobile App,Health,East,2025-08-22 06:00:00,9045.04,Issued,24.7,,2025-08-23 06:41:51.296403
POL105740,40025,Online,Health,West,2025-03-19 16:00:00,8878.01,Pending,,,
POL105741,24458,Online,Health,North,2025-08-05 13:00:00,8791.87,Issued,40.77,,2025-08-07 05:46:17.951953
POL105742,25307,Online,Health,South,2025-04-16 04:00:00,17052.32,Issued,42.22,,2025-04-17 22:13:11.238112
POL105743,61701,Online,Life,Central,2025-04-23 17:00:00,20127.14,Issued,35.57,,2025-04-25 04:34:11.871046
POL105744,38425,Mobile App,Life,Central,2025-05-12 19:00:00,23402.47,Issued,12.64,,2025-05-13 07:38:11.498941
POL105745,69831,Online,Life,South,2025-01-01 12:00:00,37217.85,Failed,,Document Mismatch,
POL105746,63427,Online,Health,North,2025-09-10 23:00:00,17303.76,Issued,27.23,,2025-09-12 02:14:05.844865
POL105747,48273,Online,Auto,Central,2025-10-25 14:00:00,5874.32,Pending,,,
POL105748,58506,Agent/Broker,Property,East,2025-01-24 23:00:00,17115.16,Issued,54.94,,2025-01-27 05:56:36.014826
POL105749,25668,Mobile App,Auto,East,2025-03-10 17:00:00,9654.39,Pending,,,
POL105750,45934,Mobile App,Auto,North,2025-08-16 00:00:00,5946.33,Issued,26.61,,2025-08-17 02:36:45.216679
POL105751,67195,Call Center,Health,North,2025-02-27 02:00:00,15390.01,Issued,92.37,,2025-03-02 22:21:58.365843
POL105752,27697,Online,Health,East,2025-05-12 11:00:00,17883.55,Issued,66.14,,2025-05-15 05:08:17.896441
POL105753,44417,Call Center,Auto,North,2025-08-07 10:00:00,8348.03,Issued,36.64,,2025-08-08 22:38:37.660682
POL105754,36446,Mobile App,Life,South,2025-10-11 10:00:00,26488.35,Issued,16.78,,2025-10-12 02:46:43.553240
POL105755,60597,Online,Health,North,2025-01-03 23:00:00,14729.73,Pending,,,
POL105756,30751,Agent/Broker,Health,East,2025-12-22 02:00:00,15470.8,Issued,60.27,,2025-12-24 14:16:29.121484
POL105757,66218,Agent/Broker,Health,West,2025-10-08 11:00:00,15981.81,Issued,28.51,,2025-10-09 15:30:46.845771
POL105758,27352,Mobile App,Health,North,2025-01-12 16:00:00,9144.77,Issued,20.73,,2025-01-13 12:43:35.615273
POL105759,33516,Call Center,Auto,Central,2025-02-22 07:00:00,10724.41,Issued,71.16,,2025-02-25 06:09:28.842858
POL105760,43299,Online,Auto,South,2025-09-23 15:00:00,11130.07,Issued,25.83,,2025-09-24 16:49:34.646742
POL105761,51957,Online,Auto,South,2025-02-16 21:00:00,5889.45,Issued,40.18,,2025-02-18 13:11:00.782376
POL105762,48927,Online,Life,South,2025-08-23 06:00:00,18282.7,Failed,,KYC Verification Failed,
POL105763,61094,Online,Health,Central,2025-12-10 06:00:00,13688.55,Failed,,Payment Failure,
POL105764,56412,Online,Health,Central,2025-10-15 22:00:00,13169.34,Issued,21.65,,2025-10-16 19:39:07.491562
POL105765,74122,Call Center,Health,South,2025-11-02 18:00:00,17808.93,Failed,,Document Mismatch,
POL105766,49493,Online,Health,South,2025-07-14 05:00:00,11226.25,Issued,21.84,,2025-07-15 02:50:27.748108
POL105767,46711,Mobile App,Auto,South,2025-12-19 14:00:00,9377.28,Failed,,Incomplete Application,
POL105768,28003,Mobile App,Auto,North,2025-07-10 19:00:00,8842.71,Issued,30.75,,2025-07-12 01:44:58.714824
POL105769,51707,Call Center,Property,Central,2025-06-20 09:00:00,16928.8,Issued,56.14,,2025-06-22 17:08:11.789198
POL105770,23278,Call Center,Health,East,2025-04-06 23:00:00,14732.82,Issued,106.69,,2025-04-11 09:41:35.628823
POL105771,27296,Agent/Broker,Health,North,2025-07-14 03:00:00,13560.91,Issued,52.69,,2025-07-16 07:41:23.648935
POL105772,45398,Call Center,Health,East,2025-08-24 05:00:00,8466.67,Issued,105.17,,2025-08-28 14:10:11.716303
POL105773,55842,Agent/Broker,Life,North,2025-02-28 19:00:00,34374.21,Issued,40.24,,2025-03-02 11:14:28.941679
POL105774,33261,Call Center,Health,North,2025-10-02 15:00:00,10331.08,Issued,55.06,,2025-10-04 22:03:44.357151
POL105775,31173,Agent/Broker,Auto,East,2025-08-05 22:00:00,7079.39,Issued,39.91,,2025-08-07 13:54:22.407659
POL105776,50449,Online,Property,South,2025-03-30 09:00:00,18275.67,Issued,52.53,,2025-04-01 13:32:05.811720
POL105777,61080,Mobile App,Auto,East,2025-02-07 19:00:00,8657.61,Issued,34.36,,2025-02-09 05:21:35.886576
POL105778,76704,Mobile App,Auto,West,2025-04-18 17:00:00,9276.67,Issued,10.68,,2025-04-19 03:40:37.504365
POL105779,21637,Mobile App,Auto,Central,2025-06-12 04:00:00,8783.99,Issued,29.84,,2025-06-13 09:50:14.415030
POL105780,51781,Online,Life,West,2025-09-10 02:00:00,25857.25,Issued,32.72,,2025-09-11 10:43:09.292312
POL105781,33652,Mobile App,Life,North,2025-01-03 08:00:00,27166.05,Pending,,,
POL105782,25103,Call Center,Life,East,2025-06-09 03:00:00,20321.71,Issued,40.98,,2025-06-10 19:58:50.236441
POL105783,45500,Online,Property,South,2025-01-30 19:00:00,22131.67,Issued,34.62,,2025-02-01 05:37:18.246788
POL105784,69796,Agent/Broker,Auto,South,2025-06-16 12:00:00,9278.41,Issued,56.14,,2025-06-18 20:08:17.058898
POL105785,54800,Agent/Broker,Health,West,2025-03-30 23:00:00,11153.44,Issued,53.16,,2025-04-02 04:09:30.053328
POL105786,55529,Call Center,Health,West,2025-07-29 21:00:00,15243.27,Failed,,KYC Verification Failed,
POL105787,67963,Call Center,Property,North,2025-07-05 14:00:00,21061.27,Issued,79.53,,2025-07-08 21:32:01.514005
POL105788,38452,Agent/Broker,Auto,Central,2025-07-03 00:00:00,7497.39,Issued,68.53,,2025-07-05 20:32:00.991429
POL105789,69393,Mobile App,Property,North,2025-12-27 08:00:00,14394.14,Issued,36.8,,2025-12-28 20:47:47.936811
POL105790,51174,Online,Auto,South,2025-10-15 12:00:00,8406.71,Pending,,,
POL105791,55436,Mobile App,Life,East,2025-04-17 22:00:00,21845.8,Issued,19.43,,2025-04-18 17:25:47.358906
POL105792,67406,Agent/Broker,Health,West,2025-03-29 08:00:00,16173.97,Issued,45.9,,2025-03-31 05:54:14.569535
POL105793,35954,Call Center,Life,South,2025-05-05 04:00:00,29183.53,Issued,31.01,,2025-05-06 11:00:23.981823
POL105794,37186,Agent/Broker,Auto,North,2025-04-20 15:00:00,5965.08,Issued,82.2,,2025-04-24 01:12:15.584690
POL105795,74211,Online,Auto,Central,2025-11-18 14:00:00,11978.91,Failed,,Incomplete Application,
POL105796,32356,Mobile App,Auto,East,2025-08-10 16:00:00,9279.82,Issued,22.4,,2025-08-11 14:24:10.951656
POL105797,52963,Online,Health,Central,2025-03-10 23:00:00,16943.39,Failed,,Duplicate Policy,
POL105798,22187,Online,Health,North,2025-11-26 14:00:00,13215.53,Issued,34.79,,2025-11-28 00:47:11.358308
POL105799,31707,Online,Property,North,2025-06-13 03:00:00,17489.39,Issued,37.27,,2025-06-14 16:16:28.681583
POL105800,55098,Online,Health,South,2025-01-07 00:00:00,12762.96,Issued,21.15,,2025-01-07 21:08:57.619936
POL105801,46935,Agent/Broker,Auto,East,2025-02-27 21:00:00,8305.67,Issued,63.49,,2025-03-02 12:29:21.315749
POL105802,41225,Online,Auto,North,2025-10-03 01:00:00,6997.15,Failed,,Payment Failure,
POL105803,23606,Online,Auto,South,2025-02-20 03:00:00,11757.6,Issued,19.05,,2025-02-20 22:02:45.205061
POL105804,77620,Call Center,Life,North,2025-08-03 00:00:00,21135.42,Issued,100.96,,2025-08-07 04:57:25.455127
POL105805,52828,Mobile App,Life,South,2025-01-01 02:00:00,28028.09,Issued,24.15,,2025-01-02 02:08:42.328189
POL105806,46489,Online,Property,Central,2025-02-19 02:00:00,11545.16,Issued,36.75,,2025-02-20 14:45:02.556394
POL105807,34387,Online,Health,South,2025-06-12 12:00:00,17936.42,Pending,,,
POL105808,23927,Online,Auto,Central,2025-04-07 12:00:00,9156.33,Issued,13.87,,2025-04-08 01:52:13.228230
POL105809,26296,Online,Auto,West,2025-10-05 23:00:00,10813.33,Issued,55.12,,2025-10-08 06:07:29.744925
POL105810,50444,Online,Health,North,2025-03-22 10:00:00,13804.12,Failed,,KYC Verification Failed,
POL105811,66390,Mobile App,Property,West,2025-07-21 22:00:00,20159.82,Failed,,KYC Verification Failed,
POL105812,66893,Online,Auto,East,2025-08-07 14:00:00,9020.22,Issued,50.23,,2025-08-09 16:13:59.477593
POL105813,22591,Mobile App,Auto,West,2025-04-19 09:00:00,8447.84,Issued,29.41,,2025-04-20 14:24:25.386246
POL105814,77910,Call Center,Life,South,2025-05-04 06:00:00,26618.12,Issued,101.91,,2025-05-08 11:54:51.798605
POL105815,64895,Mobile App,Health,South,2025-07-04 09:00:00,8422.5,Failed,,KYC Verification Failed,
POL105816,68516,Call Center,Auto,East,2025-07-11 08:00:00,7972.19,Issued,51.58,,2025-07-13 11:34:54.388036
POL105817,46147,Mobile App,Life,East,2025-11-24 22:00:00,36538.88,Issued,32.65,,2025-11-26 06:38:58.449581
POL105818,58889,Mobile App,Auto,North,2025-06-11 00:00:00,9923.69,Failed,,Duplicate Policy,
POL105819,21200,Agent/Broker,Property,South,2025-05-12 22:00:00,21531.83,Issued,26.73,,2025-05-14 00:44:04.524029
POL105820,35721,Online,Auto,East,2025-04-12 01:00:00,6881.68,Issued,30.32,,2025-04-13 07:19:19.254126
POL105821,39238,Online,Auto,West,2025-08-12 06:00:00,8743.43,Issued,33.08,,2025-08-13 15:04:38.170695
POL105822,31087,Agent/Broker,Auto,South,2025-12-28 08:00:00,5820.68,Issued,82.52,,2025-12-31 18:31:01.216726
POL105823,50816,Mobile App,Auto,East,2025-08-06 14:00:00,9933.13,Issued,22.88,,2025-08-07 12:52:34.257175
POL105824,43408,Agent/Broker,Health,North,2025-10-10 14:00:00,15926.56,Issued,43.23,,2025-10-12 09:13:54.066609
POL105825,78580,Call Center,Health,Central,2025-05-29 15:00:00,15578.89,Issued,65.51,,2025-06-01 08:30:20.907867
POL105826,59740,Mobile App,Health,South,2025-04-01 01:00:00,9232.99,Failed,,Underwriting Rejection,
POL105827,20136,Mobile App,Health,South,2025-05-19 22:00:00,10776.27,Issued,21.35,,2025-05-20 19:21:05.106647
POL105828,37413,Mobile App,Auto,South,2025-04-24 21:00:00,9797.3,Pending,,,
POL105829,68114,Call Center,Auto,South,2025-01-23 00:00:00,10457.54,Pending,,,
